Name,Style,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,Efficiency,BrewMethod
Gigantic IPA,American IPA,22.71,1.069,1.012,7.45,73.02,4.93,28.39,90,78,All Grain
Amazing Haze 7%,American IPA,23,1.059,1.014,5.87,67.12,4.55,28,60,65,All Grain
Summer IPA,American IPA,41.64,1.06,1.011,6.42,0,13.7,49.21,90,75,All Grain
Citra ipa,American IPA,20.82,1.068,1.018,6.58,86.3,6.4,26.5,60,70,All Grain
Focal Banger Clone,American IPA,22.71,1.064,1.016,6.36,91.36,6.47,26.5,60,70,All Grain
Eld och Radon,American IPA,5,1.06,1.016,5.67,96.51,16.66,8,60,70,BIAB
Aqua Regia,American IPA,24.61,1.063,1.016,6.2,94.19,11.17,29.34,90,70,All Grain
Kraken,American IPA,26,1.062,1.014,6.35,20.85,23.7,30,90,76,All Grain
Ghost Rider IPA,American IPA,23.5,1.064,1.018,6.03,63.54,6.76,16,60,75,Partial Mash
Easter IPA,American IPA,45.42,1.065,1.015,6.53,58.67,6.21,53,60,70,All Grain
SuperBowl IPA,American IPA,11.36,1.067,1.016,6.59,95.89,5.85,28.39,60,70,BIAB
#3  Insomnia IPA,American IPA,14,1.07,1.02,6.58,45.01,16.8,28.5,60,57,All Grain
Maris Otter IPA,American IPA,21,1.063,1.013,6.61,55,6.71,28.5,60,70,All Grain
Juicy NEIPA,American IPA,22.71,1.071,1.01,8.08,77.46,4.19,26.5,60,77,BIAB
Coopers IPA,American IPA,21,1.064,1.018,6.03,10.16,9.23,21,60,35,extract
Equinox/Mosaic IPA,American IPA,20.82,1.078,1.02,7.73,83.43,4.5,28.39,60,70,All Grain
Triple IPA,American IPA,20.82,1.104,1.02,11.03,91.16,12.84,18.93,60,35,extract
Ian's Flagship IPA,American IPA,20.82,1.065,1.012,7.06,86.68,4.71,13.25,60,55,Partial Mash
Twisted Citra Kiwi Wheat IPA,American IPA,20.82,1.062,1.015,6.09,88.9,6.13,24.61,90,75,BIAB
Sierra Nevada Celebration Ale Clone,American IPA,41.64,1.068,1.015,7,70.49,12.55,49.21,90,67,All Grain
India Pale Ale,American IPA,18.93,1.059,1.016,5.64,59.53,12.95,11.36,60,30,extract
Surly Furious,American IPA,20.82,1.062,1.016,6.05,123.65,15.64,28.39,60,75,All Grain
Bullwhips Cracking,American IPA,24.61,1.078,1.024,7.05,88.75,4.9,29.34,90,70,All Grain
Black IPA,American IPA,37.85,1.066,1.022,6.06,138.85,40,43.53,60,75,All Grain
SMaSH Yellow Rose Clone,American IPA,20.82,1.062,1.012,6.61,60.29,3.52,28.39,60,75,All Grain
Centennial Red IPA,American IPA,18.93,1.054,1.013,5.26,0,14.35,13.25,90,75,extract
Ranger IPA Clone,American IPA,20.82,1.069,1.017,6.82,57.77,9.06,28.39,60,35,extract
Joe's IPA,American IPA,20.82,1.062,1.012,6.5,108.16,6.52,11.36,90,35,extract
Balter XPA,American IPA,20,1.047,1.009,5.05,51.01,5.19,32,60,78,All Grain
Citrus IPA,American IPA,18.93,1.07,1.026,5.83,63.5,4.79,26.5,60,75,All Grain
Chinook citra ipa,American IPA,23,1.057,1.01,6.24,92.97,8.12,27,60,72,All Grain
Maris Otter/Citra Smash IPA,American IPA,18.93,1.064,1.014,6.52,67.79,6.74,24.61,60,70,All Grain
"Indian (Pale Ale) Chamber Shot ""Magnum""  (...",American IPA,39.75,1.055,1.015,5.2,137.62,5.4,43.53,60,70,All Grain
Nomadic Brewing - Tropical Depression,American IPA,15.14,1.077,1.019,7.53,125.69,9.34,11.36,60,35,extract
Hoppy Birthday IPA,American IPA,18.93,1.073,1.016,7.44,81.24,8.75,28.39,60,70,All Grain
#15 Indian Summer IPA,American IPA,20.82,1.06,1.014,6,53.17,8.04,28.39,60,65,All Grain
IPA DYNASTY,American IPA,18.93,1.048,1.015,4.39,139.85,8.53,9.46,60,35,extract
Coffee IPA,American IPA,20.82,1.063,1.011,6.8,68.97,5.19,26.5,60,75,All Grain
5% Brett IPA,American IPA,41.64,1.047,1.011,4.78,42.18,5.55,50.16,60,75,All Grain
Hibiscus IPA,American IPA,18.93,1.06,1.016,5.82,63.79,7.13,11.36,60,75,Partial Mash
Kyle's Lumber Loaded IPA,American IPA,20.82,1.069,1.016,6.94,72.09,7.46,32.02,90,70,All Grain
Szakksör,American IPA,18,1.058,1.012,6.13,49.52,16.14,19,60,75,All Grain
Tropical IPA,American IPA,20.82,1.057,1.015,5.54,50.05,7.43,28.39,60,70,All Grain
Rye IPA,American IPA,18.9,1.075,1.017,7.72,76.64,16.06,26,60,59,BIAB
Ostindien - Brooklyn East India Pale Ale - S...,American IPA,45,1.059,1.01,6.51,76.79,6.87,50,60,70,All Grain
Inversion IPA clone,American IPA,18.93,1.061,1.009,6.86,86.01,9.23,11.36,60,35,extract
#05 Two Captains / Humlehelvete,American IPA,60,1.073,1.014,7.76,225.54,11.45,60,90,75,All Grain
Falconer's Flight Fuck Up,American IPA,18.93,1.078,1.017,7.9,71.92,9.53,11.36,60,75,extract
Rabbit Hole IPA,American IPA,25,1.06,1.014,6.02,68.35,9.76,30,60,65,All Grain
Session IPA,American IPA,41.64,1.041,1.009,4.21,38.75,5.51,49.21,60,70,All Grain
Galaxy & El Dorado IPA,American IPA,25,1.067,1.019,6.34,41.1,5.7,11,60,35,extract
Brew Club NEIPA,American IPA,20.82,1.07,1.018,6.83,91.54,7.01,28.39,60,75,All Grain
60 Minute IPA clone 1st Edition - #7,American IPA,4.5,1.07,1.021,6.45,67.39,10.37,6,60,35,Partial Mash
Avery DuganA IPA Clone,American IPA,41.64,1.081,1.014,8.82,83.67,8.22,49.21,90,68,All Grain
Galaxy Simcoe Citra Cascade Chinook American...,American IPA,20.82,1.079,1.016,8.27,117.66,8.08,27.63,60,75,All Grain
3 bbl tessy,American IPA,492.1,1.054,1.01,5.82,55.56,3.63,435.32,60,80,All Grain
Eld i brallan,American IPA,3.5,1.049,1.012,4.93,143.83,15.85,5.75,60,55,BIAB
"Barley What Barley IPA ? ""SuM Mits"" Cascading with new Tahoe",American IPA,39.75,1.059,1.017,5.57,331.03,4.41,43.53,60,70,All Grain
Fat Tug IPA,American IPA,11.36,1.07,1.015,7.15,155.16,11.13,18.93,60,65,All Grain
"2 & 6 Row ( Really ?) , Bring on the Barley, IPA,",American IPA,41.64,1.062,1.017,5.82,133.76,4.4,45.42,60,70,All Grain
#16 Passion of Christ IPA,American IPA,37.85,1.065,1.014,6.74,182.26,18.43,50.88,60,67,All Grain
Boat Party Celebration Ale,American IPA,20.82,1.062,1.015,6.07,77.46,14.28,26.5,60,70,All Grain
Monkey Butt,American IPA,24.61,1.063,1.014,6.5,81.4,4.33,30.28,90,70,All Grain
Top cutter IPA clone,American IPA,18.93,1.068,1.017,6.7,62.82,6.2,26.5,60,70,All Grain
Fall IPA,American IPA,18.93,1.05,1.005,5.87,42.26,12.06,24.61,90,50,All Grain
Grapefruit ipa,American IPA,18.93,1.061,1.017,5.77,62.05,9.44,22.71,60,35,extract
Piney & Dank IPA,American IPA,19.99,1.07,1.013,7.51,155.26,6.33,24.98,60,70,All Grain
Experimental Brew III - IPA - Single Hop w/ ...,American IPA,37.85,1.066,1.018,6.22,82.45,8.69,45.42,60,75,All Grain
"NE Style ""Juicy"" IPA",American IPA,20.82,1.054,1.009,5.96,44.45,4.08,26.5,60,70,All Grain
Santa IPA  Prancer  Dancer  Vixen  Donna  Bl...,American IPA,43.53,1.059,1.016,5.54,173.79,4.68,45.42,60,70,All Grain
Single hop IPA cascade,American IPA,20.82,1.059,1.015,5.72,96.02,6.87,11.36,60,35,extract
'Merican IPA,American IPA,11.36,1.06,1.011,6.4,63.08,10.77,17.03,90,58,BIAB
Tasty Mc D Blind Pig Clone,American IPA,20.82,1.062,1.012,6.56,70.03,8.86,28.39,60,60,All Grain
Schiefloes White IPA,American IPA,21,1.065,1.016,6.45,52.62,8.64,26,90,65,All Grain
LIPA I Mosaic,American IPA,3,1.031,1.009,2.86,49.87,8.76,5,90,35,BIAB
BBB IPA Simcoe  Cascade  Centennial  Citra...,American IPA,18.93,1.059,1.017,5.58,112.88,9.14,22.71,60,50,BIAB
Galaxy Hopped Malty India Pale,American IPA,20.82,1.059,1.015,5.78,74.96,12.12,26.5,60,60,All Grain
Peach IPA,American IPA,18.93,1.065,1.015,6.64,73.87,5.2,28.39,60,65,All Grain
Ballast Point Sculpin Clone -  Braumeister 2...,American IPA,21,1.06,1.013,6.23,70.78,5.8,25,60,73,BIAB
LaborDay IPA,American IPA,18.93,1.068,1.014,7.13,100.08,10.09,24.61,60,75,All Grain
Brew #008 - session ipa 5L,American IPA,7,1.047,1.013,4.4,45.88,10.88,9,60,75,All Grain
HelloIPA,American IPA,20,1.06,1.016,5.82,62.47,11.47,12,60,70,extract
SIMCOE IPA,American IPA,20.82,1.068,1.019,6.42,169.09,6.98,11.36,60,70,extract
JB's Monster Punk IPA,American IPA,23,1.066,1.012,7.11,65.96,6.3,28.5,60,80,All Grain
60 Minute IPA clone 3rd Edition - #9,American IPA,4.5,1.07,1.018,6.82,79.91,10.37,6.5,60,35,Partial Mash
Xombie Union (Zombie Dust CDA),American IPA,18.93,1.065,1.018,6.17,47.32,40,23.66,60,75,All Grain
JULIUS TREEHOUSE CLONE EXTRACT,American IPA,20.82,1.058,1.011,6.2,41.97,5.99,24.61,60,35,extract
Kleppa IPA(FyrOgFlamme),American IPA,24,1.059,1.015,5.75,63.74,7.54,30,60,70,All Grain
Maine Dinner Clone,American IPA,22.71,1.08,1.014,8.68,90.88,7.1,26.5,60,75,All Grain
New Zealand India Pale Ale,American IPA,20.82,1.065,1.016,6.42,82.03,5.97,28.39,60,75,All Grain
Armadillo IPA,American IPA,20.82,1.065,1.015,6.55,69.71,12.78,26.5,60,70,All Grain
Brewdog vs Cloudwater NEIPA,American IPA,22,1.058,1.013,5.99,36.49,5.1,28.5,60,68,All Grain
Stone IPA Clone,American IPA,20.82,1.065,1.013,6.86,71.72,5.74,30.28,90,80,All Grain
Clone - Wanderlust IPA,American IPA,37.85,1.066,1.014,6.77,86.63,8.15,47.32,60,68,All Grain
IPA - Toaster Pastry,American IPA,22.71,1.063,1.013,6.59,82.76,16.11,24.61,60,75,BIAB
5 C's IPA,American IPA,41.64,1.075,1.017,7.57,100.59,10.09,49.21,60,73,All Grain
BLACK TEA IPA,American IPA,3.79,1.071,1.016,7.3,273.19,7.19,9.46,60,35,All Grain
Jason's Tropical IPA -  All-Grain,American IPA,20.82,1.075,1.015,7.93,67.29,5.61,28.39,60,73,All Grain
IPA,American IPA,20.82,1.081,1.02,7.98,277.56,11.02,28.39,90,68,All Grain
Gold Medal IPA,American IPA,18.93,1.073,1.017,7.27,79.32,7.24,30.28,90,70,All Grain
Ballast Point Sculpin Ale Clone,American IPA,20.82,1.072,1.017,7.19,95.93,6.64,28.39,60,70,All Grain
Golden Nugget IPA,American IPA,20.82,1.079,1.021,7.63,60.49,12.59,24.61,60,74,All Grain
Day Walker - Red IPA,American IPA,18.93,1.069,1.021,6.24,85.77,16.02,10.41,60,35,extract
The Devastator,American IPA,20.82,1.071,1.015,7.29,84.94,6.36,26.5,60,65,All Grain
Sloop Juice Bomb Clone,American IPA,18.93,1.063,1.02,5.72,81.88,4.15,22.71,60,70,All Grain
Dogfish Head 60 min IPA,American IPA,19.87,1.059,1.014,5.9,79.96,7.61,9.46,60,25,extract
C3PA  (Continuous Hop IPA),American IPA,20.82,1.07,1.021,6.41,63.66,8.2,24.61,60,70,All Grain
Lagunitas IPA clone - #11,American IPA,19,1.06,1.015,5.86,67.29,7.22,23,60,65,All Grain
Vienna-Citra SMaSH,American IPA,18.93,1.064,1.016,6.29,42.65,7.44,28.39,60,70,All Grain
Snake Dog IPA Clone,American IPA,20.82,1.066,1.011,7.52,47.02,8.41,26.5,90,72,All Grain
House IPA,American IPA,13.25,1.066,1.019,6.27,440.6,7.62,15.14,60,70,BIAB
West Indies Fruit Punch,American IPA,21,1.051,1.011,5.14,34.68,5.42,25,60,60,All Grain
Yuzu IPA,American IPA,21,1.046,1.009,4.87,224.92,5.35,28.5,60,35,All Grain
Back Ache Legs Stiff  four hour (I am fed up...,American IPA,37.85,1.056,1.016,5.34,185.61,7.19,43.53,60,75,All Grain
Øvelses IPA,American IPA,21,1.064,1.015,6.47,64.02,11.5,29,90,75,BIAB
Max Chasing Bike Blake Barking IPA,American IPA,37.85,1.075,1.021,7.07,400.37,5.14,41.64,60,70,Partial Mash
BridgePort IPA,American IPA,20.82,1.056,1.013,5.68,46.32,6.8,26.5,60,70,All Grain
IPA Mojo,American IPA,18.93,1.075,1.02,7.32,109.09,5.98,24.98,60,70,All Grain
Columbus IPA,American IPA,18.93,1.054,1.013,5.26,0,8.2,24.61,60,75,extract
Tony's Domination (Total Domination Clone)...,American IPA,18.93,1.072,1.02,6.81,191.27,16.31,24.61,60,70.6,All Grain
Easy IPA,American IPA,21,1.072,1.016,7.39,41.15,8.33,28.5,60,79,All Grain
Jamil's Evil Twin,American IPA,18.93,1.062,1.017,5.86,63.06,15.71,11.36,60,35,extract
Sculpin IPA Clone,American IPA,22.71,1.068,1.016,6.83,61.63,8.83,28.39,60,70,BIAB
Stone IPA Clone - Braumeister 20l,American IPA,21,1.07,1.015,7.22,75.21,3.74,25,60,75,BIAB
Lemon Drop IPA,American IPA,20.82,1.065,1.013,6.89,90.65,7.9,28.39,60,70,All Grain
Firefly IPA,American IPA,20.82,1.053,1.009,5.82,89.27,5.22,28.39,60,63,All Grain
Galaxy Amarillo Citra IPA,American IPA,41.64,1.071,1.013,7.53,68.98,6.67,49.21,60,75,All Grain
The Lovely Pekko,American IPA,21,1.065,1.011,7.09,71.32,6.16,27,60,75,BIAB
Arcane IPA,American IPA,25,1.06,1.014,6.05,59.57,8.41,30,60,70,All Grain
Caveman's Coffin,American IPA,18.93,1.072,1.018,7.11,90.72,11.4,9.46,60,35,extract
Grapefruit Sculpin Clone,American IPA,40.13,1.069,1.015,7.11,76.3,6.35,45.05,60,72,All Grain
Galaxy/Mosaic IPA,American IPA,11.36,1.065,1.015,6.53,61.97,7.24,11.36,60,35,extract
English Invasion 4 Generation IPA,American IPA,39.75,1.055,1.015,5.22,210.52,3.75,41.64,60,70,All Grain
HalfSack IPA - BIAB,American IPA,20.82,1.078,1.018,7.92,101.91,10.89,26.5,60,65,BIAB
Firestone Walker Easy Jack NZ,American IPA,45,1.047,1.01,4.77,33.3,4.61,49,60,75,All Grain
Grapefruit IPA,American IPA,18.93,1.067,1.013,7.14,92.18,7.54,23.66,60,30,extract
NEIPA: Summer/Zythos/Simcoe,American IPA,22.71,1.06,1.016,5.78,72.34,4.11,28.39,60,78,BIAB
Pliny the Elder Clone,American IPA,22.71,1.07,1.017,6.84,276.64,5.81,28.39,90,75,All Grain
60-Minute IPA,American IPA,23,1.053,1.011,5.46,81.39,4.49,27,60,70,All Grain
TCP-IPA,American IPA,18.93,1.07,1.017,7.07,71.61,6.83,11.36,60,35,extract
Imperial Black IPA,American IPA,20.82,1.117,1.028,11.7,0,38.67,28.39,90,82,All Grain
Lady Sif,American IPA,20.82,1.039,1.011,3.72,36.61,9.47,26.5,60,70,All Grain
Black Balls IPA,American IPA,21,1.074,1.015,7.69,44.27,27.9,26.5,60,73,All Grain
Cane and Ebel Clone,American IPA,22.71,1.071,1.02,6.75,113.69,15.03,30.66,60,70,BIAB
Vestkyst Speidel 50 L,American IPA,42,1.07,1.019,6.72,80.4,14.4,57,60,80,All Grain
Huell Melon ISA,American IPA,20.82,1.039,1.01,3.82,27.59,6.71,26.5,60,70,All Grain
Twisted citra kiwi ipa,American IPA,41.64,1.059,1.016,5.72,51.04,10.48,49.21,60,68,All Grain
Imperial Pale Lager,American IPA,20.82,1.06,1.019,5.45,42.08,5.8,28.39,60,70,All Grain
5 Gallon NE IPA,American IPA,18.93,1.054,1.015,5.18,45.97,4.62,22.71,60,68,All Grain
Christmas IPA,American IPA,22.71,1.058,1.016,5.49,79.54,6.35,28.39,60,65,All Grain
Sierra Nevada Pale Ale,American IPA,40,1.058,1.013,5.83,43.57,11.19,46,60,70,All Grain
Mayflower IPA,American IPA,20.82,1.061,1.015,5.97,0,7.86,13.25,60,75,Partial Mash
Mosaic Honey IPA,American IPA,18.93,1.057,1.013,5.81,35.07,9.52,28.39,60,70,All Grain
IPA,American IPA,41.64,1.063,1.016,6.16,147.28,5.1,51.1,60,71,All Grain
Blood Orange IPA,American IPA,20.82,1.066,1.013,6.97,45.63,7.23,28.39,60,70,All Grain
Mosaic IPA Clone,American IPA,18.93,1.074,1.018,7.32,62.44,11.51,20.82,60,70,All Grain
Stone Mountain IPA,American IPA,20.82,1.06,1.011,6.47,80.37,8.42,28.39,60,70,All Grain
Stiff Neck Amarillo IPA,American IPA,41.64,1.074,1.021,7.02,66.86,7.98,49.21,60,65,All Grain
Simcitra IPA,American IPA,40.88,1.054,1.01,5.81,46.03,5.36,56.78,60,60,All Grain
East Coast IPA,American IPA,20,1.062,1.016,5.97,74.91,9.83,28.5,60,71,All Grain
Othello (Black IPA),American IPA,19.87,1.07,1.01,7.79,124.6,40,11.36,60,25,extract
Zero IBU IIPA,American IPA,11.36,1.083,1.011,9.49,0,5.01,15.14,60,65,All Grain
The Great Prostitute (Union Jack IPA),American IPA,20.82,1.078,1.014,8.48,79.19,6.99,25.55,60,65,BIAB
New IPA,American IPA,20.82,1.061,1.017,5.76,47.27,6.73,26.5,60,66,All Grain
Heady Topper V4,American IPA,25,1.077,1.015,8.1,116.84,8.76,42,90,70,All Grain
Hulk SMaSH Continuous (Cascade),American IPA,20.82,1.07,1.017,6.93,71.6,7.18,24.61,60,70,All Grain
1 Gallon IPA,American IPA,3.79,1.063,1.012,6.7,41.65,5.1,5.68,60,35,extract
Wedding Day IBA,American IPA,20.82,1.063,1.016,6.14,59.61,14.28,26.5,60,70,All Grain
Loopy Juice,American IPA,20.82,1.072,1.012,7.86,43.11,5.03,30.28,60,77,BIAB
Hooligan 6.9,American IPA,23,1.067,1.012,7.26,73.04,7.97,30,90,70,All Grain
Big Black,American IPA,11.36,1.071,1.018,6.99,123.45,33.98,15.14,60,75,BIAB
Centennial Single,American IPA,25,1.072,1.018,7.05,67.02,8.14,28,60,75,All Grain
Debs Master Piece (This takes too Long)  Jus...,American IPA,41.64,1.052,1.014,4.87,305.29,9.53,45.42,60,70,Partial Mash
The Pupil,American IPA,25,1.076,1.006,9.14,82.53,4.81,30,60,75,All Grain
Zombie Dust,American IPA,22.71,1.067,1.019,6.32,62.93,10.01,28.39,60,75,All Grain
Zef Side IPA (Duet Bastardization),American IPA,20.82,1.066,1.015,6.62,63.94,6.56,28.39,60,70,All Grain
Morgan's Nuptial IPA,American IPA,21.77,1.058,1.011,6.27,68.73,6.37,32.18,60,71,All Grain
Jasmine IPA,American IPA,18.93,1.062,1.015,6.12,74.49,5.7,28.39,90,70,All Grain
Bitch,American IPA,18.93,1.086,1.024,8.08,194.28,35.27,11.36,60,75,extract
"Thorny Mongrel ""Growler"" Ing Went Tats to ""B...",American IPA,39.75,1.065,1.018,6.13,76.54,5.32,41.64,60,70,All Grain
Brew 513: Semper fIPA,American IPA,20.82,1.07,1.017,7.07,86.37,7.08,28.39,90,70,All Grain
Hazy Days - NEIPA,American IPA,24.61,1.056,1.012,5.82,43.78,4.74,32.18,60,74,BIAB
American IPA,American IPA,20.82,1.076,1.018,7.65,82.33,10.55,26.5,60,70,All Grain
Nelson Sauvin Pale Ale,American IPA,20.82,1.063,1.019,5.81,69.88,13.24,28.39,60,75,All Grain
BACKYARD IPA,American IPA,18.93,1.065,1.018,6.18,77.69,4.87,9.46,60,75,extract
Swimming Waterdog,American IPA,44,1.064,1.018,6.36,58.88,12.47,55,90,65,All Grain
Timbers Nitro IPA,American IPA,21.77,1.058,1.016,5.49,71.73,4.8,22.71,60,70,All Grain
Taylormade IPA,American IPA,25,1.065,1.009,7.3,44.4,6.83,31,60,73,All Grain
012. Are You Afraid of the Dark IPA?,American IPA,14.76,1.066,1.02,6.05,55.23,26.2,17.79,60,77,BIAB
Sunny Day Brewtopia  Gas Ran Out  IPA,American IPA,39.75,1.073,1.021,6.93,312.2,4.35,43.53,60,70,All Grain
Founders Reds Rye clone,American IPA,11.36,1.066,1.012,7.15,72.59,12.31,15.9,60,70,BIAB
Lupulin River Homage,American IPA,18.55,1.074,1.015,7.69,56.07,5.16,23.09,60,70,BIAB
Fresh Squeezed IPA Clone,American IPA,20.82,1.064,1.018,6.03,41.87,11.66,28.01,60,60,All Grain
Freshly Squeezed Juicy IPA,American IPA,20.82,1.065,1.015,6.56,58.57,10.64,32.18,90,75,All Grain
Falling asleep IPA (double trouble) Last of ...,American IPA,41.64,1.051,1.013,5.04,113.68,4.5,45.42,60,70,All Grain
The Steps IPA,American IPA,60.57,1.063,1.01,7,90.68,6.08,68.14,60,72,All Grain
Tasmanian IPA (Extract),American IPA,18.93,1.066,1.017,6.37,106.65,9.64,9.46,60,35,extract
Hopstand IPA (v7): Centennial Amarillo,American IPA,20.82,1.065,1.015,6.51,110.65,5.33,28.39,90,65,All Grain
Eric 31 Years  4th September  Remembrance ...,American IPA,43.53,1.059,1.016,5.55,97.34,4.55,39.75,60,70,All Grain
Rye't On - Rye PA,American IPA,20.82,1.057,1.016,5.43,120.84,7.37,24.61,60,61,All Grain
Stone IPA,American IPA,18.93,1.057,1.014,5.5,0,8,22.71,60,75,All Grain
Black IPA 3.9.13,American IPA,20.82,1.067,1.019,6.32,72.19,36.51,24.61,60,70,All Grain
Melcher Street Clone,American IPA,20.82,1.06,1.015,5.87,48.85,3.91,20.82,60,35,extract
Bell's Two Hearted Ale Extract,American IPA,18.93,1.069,1.017,6.8,48.81,7.53,11.36,60,35,extract
Polaris IPA,American IPA,16.09,1.073,1.022,6.72,88.38,14.33,11.36,60,68,Partial Mash
"Divorce Costs "" ""Summit"" ing"" ""  need to go ...",American IPA,39.75,1.052,1.015,4.95,194,5.2,43.53,60,70,All Grain
The Sheriff (Black IPA),American IPA,794.94,1.054,1.009,5.86,63.53,35.2,840.36,60,88,All Grain
Catch Her in the Rye 2,American IPA,18.93,1.065,1.018,6.14,56.74,8.34,22.71,60,75,All Grain
111 Pale Ale,American IPA,20,1.06,1.008,6.83,28.82,10.69,6,60,35,Partial Mash
Trappy IPA (v1): Citra Nelson,American IPA,19.68,1.065,1.012,7,74.37,7.63,27.25,60,75,All Grain
BJCP championship IPA !!!! Grain 2nd Version...,American IPA,41.64,1.062,1.017,5.88,133.37,10.85,43.53,60,70,All Grain
Mosaic Citra IPA,American IPA,3.79,1.059,1.014,5.94,69.5,7.04,6.15,60,75,All Grain
Citra Double IPA (Clone) Kern River Brewing...,American IPA,23,1.071,1.014,7.58,84.65,6.23,32,60,70,All Grain
Rye IPA 2,American IPA,21.77,1.08,1.016,8.42,87.29,9.15,26.5,60,70,All Grain
It Burns When IP A Belgian,American IPA,41.64,1.064,1.012,6.77,55.33,7.51,49.21,60,75,All Grain
Luke's IPA,American IPA,37.85,1.069,1.018,6.67,55.35,13.71,47.32,60,70,All Grain
Trillium Congress- Dry Hopped Galaxy,American IPA,45.42,1.068,1.016,6.9,34.1,4.8,53,60,80,All Grain
4th Effort IPA,American IPA,20.82,1.063,1.018,5.98,82.09,7.76,26.5,60,70,extract
Citra,American IPA,3.79,1.071,1.018,7.01,60.04,6.93,8.52,60,75,BIAB
Aqua Regia 3,American IPA,24.61,1.064,1.02,5.79,78.84,9.02,30.28,90,75,All Grain
007 Single Hop IPA,American IPA,18.93,1.065,1.012,6.89,84.58,6.11,11.36,60,35,extract
NZ IPA,American IPA,23,1.06,1.015,5.89,66.58,5.54,27.5,60,76,All Grain
Like a Hooligan 2.0,American IPA,24.61,1.061,1.013,6.27,92.36,5.69,30.28,90,70,All Grain
Big House IPA,American IPA,22.71,1.064,1.011,6.88,46.56,10.89,27.44,90,73,All Grain
El Cabro Sucio,American IPA,24.61,1.073,1.019,6.99,124.61,4.7,30.28,90,70,All Grain
Case: iDrinkAllDay IPA,American IPA,20.82,1.045,1.011,4.47,66.22,3.22,28.39,60,70,BIAB
Aurora Hoppyalis Clone (brewed),American IPA,18.93,1.068,1.012,7.31,121.6,6.64,22.71,60,70,BIAB
Eld och Radium,American IPA,4.5,1.063,1.017,5.95,66.42,6.28,7,60,70,BIAB
Lupulus Fidei,American IPA,24.61,1.065,1.014,6.65,114.24,4.19,30.28,90,70,All Grain
Juicy Bits NEIPA,American IPA,50,1.067,1.017,6.66,65.24,6.44,55,60,72,All Grain
Amarillo/Mosaic Session IPA,American IPA,46.2,1.053,1.015,5.04,71.91,5.02,53,60,75,BIAB
Sabretooth IPA,American IPA,18.93,1.052,1.013,5.1,43.95,3.59,18.93,60,70,BIAB
Ekstrakt #1 Zombie Dust,American IPA,25,1.056,1.016,5.32,31.11,9.82,10,60,50,extract
Sierra Nevada Celebration Ale Clone,American IPA,20.82,1.066,1.017,6.44,68.54,11.17,24.61,60,75,Partial Mash
Fresh Squeezed IPA,American IPA,20.82,1.088,1.025,8.27,121.94,9.64,28.39,90,75,All Grain
Citra IPA,American IPA,41.64,1.064,1.013,6.67,63.12,6.7,49.21,60,70,All Grain
Punk Ipa clone,American IPA,50,1.06,1.015,5.9,66.53,6.45,55,60,70,All Grain
Centennial APA,American IPA,40,1.062,1.016,5.99,60.49,5.85,40,60,65,All Grain
A Really Dank IPA,American IPA,18.55,1.068,1.016,6.85,73.19,5.23,22.33,60,71,BIAB
White Rajah Clone,American IPA,22.71,1.07,1.012,7.52,53.51,5.79,28.39,60,65,All Grain
Thiasus,American IPA,24.61,1.069,1.017,6.79,44.89,50,30.28,90,80,All Grain
SutleVatn,American IPA,21,1.059,1.016,5.6,115.43,4.58,28,60,75,All Grain
Rice City IPA,American IPA,18.93,1.052,1.015,4.9,47.27,11.69,7.57,60,70,extract
Stateside IPA,American IPA,9.46,1.069,1.017,6.78,54.97,10.49,14.01,60,70,All Grain
Hoppily Ever After,American IPA,20.82,1.07,1.011,7.77,74.85,5.25,28.39,60,71,BIAB
Dogfish Head 60 Min IPA,American IPA,49.21,1.068,1.019,6.46,55.73,7.17,60.57,60,84,All Grain
Speidel #5 Vestkyst,American IPA,21,1.07,1.019,6.72,80.4,14.4,28.5,60,80,All Grain
Peachtree IPA,American IPA,18.93,1.074,1.018,7.28,74.15,9.46,28.39,60,70,All Grain
Green Flash West Coast IPA clone,American IPA,18.93,1.073,1.018,7.21,0,13.35,18.93,60,75,extract
Galaxy Citra IPA,American IPA,23,1.075,1.021,7.07,64.61,6.16,32,60,70,All Grain
Dirty Northwest IPA,American IPA,18.93,1.068,1.017,6.66,0,10.04,20.82,60,70,All Grain
Citron Warrior lite,American IPA,22.71,1.069,1.017,6.84,94.62,4.78,26.5,60,70,All Grain
